env_GANTRY_VERSION,env_GITHUB_REPO,env_GIT_REF,env_LEARNING_RATE,env_METHOD,env_MODEL,env_PIP_REQUIREMENTS_FILE,env_PYTHON_VERSION,env_RANK,env_SEED,env_TASK,experiment_id,experiment_name,metrics_epoch,metrics_eval_accuracy,metrics_eval_loss,metrics_eval_macro-f1,metrics_eval_micro-f1,metrics_eval_runtime,metrics_eval_samples,metrics_eval_samples_per_second,metrics_eval_steps_per_second,metrics_predict_accuracy,metrics_predict_loss,metrics_predict_macro-f1,metrics_predict_micro-f1,metrics_predict_runtime,metrics_predict_samples,metrics_predict_samples_per_second,metrics_predict_steps_per_second,task_canceled,task_id,task_name
0.17.0,jacob-morrison/lora-investigation,205737497bdfb50b192ec15c75439d0b52d0ff40,1e-4,LoRA,microsoft/deberta-v3-xsmall,requirements.txt,3.9,1538,1,sciq,01H9MHTVZ4X9MPJ1XDBNTZF6V8,,12.84,0.567,1.0159680843353271,0.5557317191561214,0.567,10.0394,1000,99.607,12.451,0.602,0.9539858102798462,0.5973281205145025,0.602,10.0672,1000,99.332,12.417,2023-09-06 15:41:18.346334 +0000 UTC,01H9MHTVZ6DJA0YHVEBBX1XPYB,sciq-microsoft-deberta-v3-xsmall-lora_1538-lr_1e-4-seed_1
0.17.0,jacob-morrison/lora-investigation,205737497bdfb50b192ec15c75439d0b52d0ff40,1e-4,LoRA,microsoft/deberta-v3-xsmall,requirements.txt,3.9,1538,1,sciq,01H9MHTVZ4X9MPJ1XDBNTZF6V8,,12.84,0.567,1.0159680843353271,0.5557317191561214,0.567,10.2543,1000,97.52,12.19,0.602,0.9539858102798462,0.5973281205145025,0.602,10.2502,1000,97.559,12.195,,01H9MHTVZ6DJA0YHVEBBX1XPYB,sciq-microsoft-deberta-v3-xsmall-lora_1538-lr_1e-4-seed_1
0.17.0,jacob-morrison/lora-investigation,205737497bdfb50b192ec15c75439d0b52d0ff40,1e-4,LoRA,microsoft/deberta-v3-xsmall,requirements.txt,3.9,2,2,sciq,01H9MHTWZDP577QHAY226QP5HZ,,12.84,0.552,1.0703530311584473,0.5395314084297808,0.552,8.4448,1000,118.417,14.802,0.557,1.030500054359436,0.5529497421440064,0.557,8.4409,1000,118.471,14.809,,01H9MHTWZFMZ42MYSPZC52AP22,sciq-microsoft-deberta-v3-xsmall-lora_2-lr_1e-4-seed_2
0.17.0,jacob-morrison/lora-investigation,205737497bdfb50b192ec15c75439d0b52d0ff40,1e-4,LoRA,microsoft/deberta-v3-xsmall,requirements.txt,3.9,4,2,sciq,01H9MHTZXMD89TMX5N943EVQH0,,12.84,0.622,0.9824798107147217,0.6172861855852408,0.622,8.6289,1000,115.89,14.486,0.644,0.9149942994117737,0.6427561957976976,0.644,8.6415,1000,115.72,14.465,,01H9MHTZXPVXXXK4N1JH0VRGC7,sciq-microsoft-deberta-v3-xsmall-lora_4-lr_1e-4-seed_2
0.17.0,jacob-morrison/lora-investigation,205737497bdfb50b192ec15c75439d0b52d0ff40,1e-4,LoRA,microsoft/deberta-v3-xsmall,requirements.txt,3.9,32,2,sciq,01H9MHV2X7KSK75V7KQRAAVYYT,,12.84,0.612,1.0002071857452393,0.6004367184624637,0.612,8.8718,1000,112.716,14.09,0.618,0.9546233415603638,0.6069457713856273,0.618,8.7337,1000,114.499,14.312,,01H9MHV2X9ATCKZED279SRM1K8,sciq-microsoft-deberta-v3-xsmall-lora_32-lr_1e-4-seed_2
0.17.0,jacob-morrison/lora-investigation,205737497bdfb50b192ec15c75439d0b52d0ff40,1e-4,LoRA,microsoft/deberta-v3-xsmall,requirements.txt,3.9,64,2,sciq,01H9MHV5X5FVN42QKQV9AVDX9W,,12.84,0.605,1.0014212131500244,0.5951132519075545,0.605,8.6867,1000,115.119,14.39,0.608,0.9453145861625671,0.6030239559753572,0.608,9.1474,1000,109.321,13.665,,01H9MHV5X7J35RC7CT50HK2FYW,sciq-microsoft-deberta-v3-xsmall-lora_64-lr_1e-4-seed_2
0.17.0,jacob-morrison/lora-investigation,205737497bdfb50b192ec15c75439d0b52d0ff40,1e-4,LoRA,microsoft/deberta-v3-xsmall,requirements.txt,3.9,3843,2,sciq,01H9MHV8T79CZZ3QBMEYAQCWTY,,12.84,0.559,1.046661376953125,0.5439337183376378,0.559,12.5449,1000,79.714,9.964,0.554,0.9831200242042542,0.5438124918926643,0.554,12.5352,1000,79.776,9.972,,01H9MHV8T9FHRE85CDVEGKDPPY,sciq-microsoft-deberta-v3-xsmall-lora_3843-lr_1e-4-seed_2
0.17.0,jacob-morrison/lora-investigation,205737497bdfb50b192ec15c75439d0b52d0ff40,1e-4,LoRA,microsoft/deberta-v3-xsmall,requirements.txt,3.9,769,2,sciq,01H9MHVBQTK8VGPTNEM5GV37E1,,12.84,0.547,1.058545708656311,0.5263276945205843,0.547,9.4862,1000,105.416,13.177,0.555,1.0211867094039917,0.5437034573387115,0.555,9.4794,1000,105.492,13.187,,01H9MHVBQWPBKZ329RHNQ7V9DN,sciq-microsoft-deberta-v3-xsmall-lora_769-lr_1e-4-seed_2
0.17.0,jacob-morrison/lora-investigation,205737497bdfb50b192ec15c75439d0b52d0ff40,1e-4,LoRA,microsoft/deberta-v3-xsmall,requirements.txt,3.9,1538,2,sciq,01H9MHVEPXT2XRQX8DDJ2TYVFS,,12.84,0.663,0.8739100098609924,0.6614798834171223,0.663,9.0436,1000,110.576,13.822,0.674,0.8042152523994446,0.6740963664180739,0.674,9.0572,1000,110.409,13.801,,01H9MHVEPZSKC6NH8GPVQSSKB3,sciq-microsoft-deberta-v3-xsmall-lora_1538-lr_1e-4-seed_2
0.17.0,jacob-morrison/lora-investigation,205737497bdfb50b192ec15c75439d0b52d0ff40,1e-4,LoRA,microsoft/deberta-v3-xsmall,requirements.txt,3.9,1,3,sciq,01H9MHVHPQY6H5D8JRC83R5YKB,,,,,,,,,,,,,,,,,,,2023-09-06 14:42:42.335954 +0000 UTC,01H9MHVHPS9RBAFG0MH6GQX9SQ,sciq-microsoft-deberta-v3-xsmall-lora_1-lr_1e-4-seed_3
0.17.0,jacob-morrison/lora-investigation,205737497bdfb50b192ec15c75439d0b52d0ff40,1e-4,LoRA,microsoft/deberta-v3-xsmall,requirements.txt,3.9,1,3,sciq,01H9MHVHPQY6H5D8JRC83R5YKB,,,,,,,,,,,,,,,,,,,2023-09-06 15:40:22.363993 +0000 UTC,01H9MHVHPS9RBAFG0MH6GQX9SQ,sciq-microsoft-deberta-v3-xsmall-lora_1-lr_1e-4-seed_3
0.17.0,jacob-morrison/lora-investigation,205737497bdfb50b192ec15c75439d0b52d0ff40,1e-4,LoRA,microsoft/deberta-v3-xsmall,requirements.txt,3.9,1,3,sciq,01H9MHVHPQY6H5D8JRC83R5YKB,,12.84,0.64,0.937801718711853,0.6359218858806582,0.64,8.6236,1000,115.961,14.495,0.651,0.8718159794807434,0.6474709674043302,0.651,8.6129,1000,116.105,14.513,,01H9MHVHPS9RBAFG0MH6GQX9SQ,sciq-microsoft-deberta-v3-xsmall-lora_1-lr_1e-4-seed_3
0.17.0,jacob-morrison/lora-investigation,205737497bdfb50b192ec15c75439d0b52d0ff40,1e-4,LoRA,microsoft/deberta-v3-xsmall,requirements.txt,3.9,2,3,sciq,01H9MHVMNWV0Q1901G3P81848A,,,,,,,,,,,,,,,,,,,2023-09-06 14:38:00.545792 +0000 UTC,01H9MHVMNY4VNCXYBCJQNPED4M,sciq-microsoft-deberta-v3-xsmall-lora_2-lr_1e-4-seed_3
0.17.0,jacob-morrison/lora-investigation,205737497bdfb50b192ec15c75439d0b52d0ff40,1e-4,LoRA,microsoft/deberta-v3-xsmall,requirements.txt,3.9,2,3,sciq,01H9MHVMNWV0Q1901G3P81848A,,,,,,,,,,,,,,,,,,,2023-09-06 15:46:55.070715 +0000 UTC,01H9MHVMNY4VNCXYBCJQNPED4M,sciq-microsoft-deberta-v3-xsmall-lora_2-lr_1e-4-seed_3
0.17.0,jacob-morrison/lora-investigation,205737497bdfb50b192ec15c75439d0b52d0ff40,1e-4,LoRA,microsoft/deberta-v3-xsmall,requirements.txt,3.9,2,3,sciq,01H9MHVMNWV0Q1901G3P81848A,,12.84,0.555,1.0686464309692383,0.5416906174475655,0.555,8.6972,1000,114.98,14.372,0.547,1.0304882526397705,0.5416189381894363,0.547,8.7192,1000,114.689,14.336,,01H9MHVMNY4VNCXYBCJQNPED4M,sciq-microsoft-deberta-v3-xsmall-lora_2-lr_1e-4-seed_3
0.17.0,jacob-morrison/lora-investigation,205737497bdfb50b192ec15c75439d0b52d0ff40,1e-4,LoRA,microsoft/deberta-v3-xsmall,requirements.txt,3.9,4,3,sciq,01H9MHVQJAZ3VA3ZSG7XTCHX3J,,12.84,0.622,0.9824798107147217,0.6172861855852408,0.622,8.5153,1000,117.436,14.68,0.644,0.9149942994117737,0.6427561957976976,0.644,8.4982,1000,117.672,14.709,,01H9MHVQJENR2NG41Y9WCMQ32K,sciq-microsoft-deberta-v3-xsmall-lora_4-lr_1e-4-seed_3
0.17.0,jacob-morrison/lora-investigation,205737497bdfb50b192ec15c75439d0b52d0ff40,1e-4,LoRA,microsoft/deberta-v3-xsmall,requirements.txt,3.9,32,3,sciq,01H9MHVTH5YA7NSN3A7RY2E22T,,12.84,0.612,1.0002071857452393,0.6004367184624637,0.612,8.5399,1000,117.097,14.637,0.618,0.9546233415603638,0.6069457713856273,0.618,8.5411,1000,117.081,14.635,,01H9MHVTH741DP2Q2GD1BP1JM4,sciq-microsoft-deberta-v3-xsmall-lora_32-lr_1e-4-seed_3
0.17.0,jacob-morrison/lora-investigation,205737497bdfb50b192ec15c75439d0b52d0ff40,1e-4,LoRA,microsoft/deberta-v3-xsmall,requirements.txt,3.9,64,3,sciq,01H9MHVXFZ4H5NGRDX4MEAKZH8,,12.84,0.605,1.0014212131500244,0.5951132519075545,0.605,8.5335,1000,117.185,14.648,0.608,0.9453145861625671,0.6030239559753572,0.608,8.6062,1000,116.195,14.524,,01H9MHVXG2JQRXERT2X3ZY4VN4,sciq-microsoft-deberta-v3-xsmall-lora_64-lr_1e-4-seed_3
0.17.0,jacob-morrison/lora-investigation,205737497bdfb50b192ec15c75439d0b52d0ff40,1e-4,LoRA,microsoft/deberta-v3-xsmall,requirements.txt,3.9,3843,3,sciq,01H9MHW0G23YB6SWKHS6JZF9C9,,,,,,,,,,,,,,,,,,,2023-09-06 14:43:11.765329 +0000 UTC,01H9MHW0G466SYZKZ5PR4AVCJC,sciq-microsoft-deberta-v3-xsmall-lora_3843-lr_1e-4-seed_3
0.17.0,jacob-morrison/lora-investigation,205737497bdfb50b192ec15c75439d0b52d0ff40,1e-4,LoRA,microsoft/deberta-v3-xsmall,requirements.txt,3.9,3843,3,sciq,01H9MHW0G23YB6SWKHS6JZF9C9,,,,,,,,,,,,,,,,,,,2023-09-06 15:46:27.492625 +0000 UTC,01H9MHW0G466SYZKZ5PR4AVCJC,sciq-microsoft-deberta-v3-xsmall-lora_3843-lr_1e-4-seed_3
0.17.0,jacob-morrison/lora-investigation,205737497bdfb50b192ec15c75439d0b52d0ff40,1e-4,LoRA,microsoft/deberta-v3-xsmall,requirements.txt,3.9,3843,3,sciq,01H9MHW0G23YB6SWKHS6JZF9C9,,12.84,0.556,1.0483938455581665,0.5406864394695107,0.556,12.6393,1000,79.119,9.89,0.553,0.9848077893257141,0.5437735681695799,0.553,12.6361,1000,79.138,9.892,,01H9MHW0G466SYZKZ5PR4AVCJC,sciq-microsoft-deberta-v3-xsmall-lora_3843-lr_1e-4-seed_3
0.17.0,jacob-morrison/lora-investigation,205737497bdfb50b192ec15c75439d0b52d0ff40,1e-4,LoRA,microsoft/deberta-v3-xsmall,requirements.txt,3.9,769,3,sciq,01H9MHW3DCVQACS24ZGB30KHHV,,12.84,0.547,1.058545708656311,0.5263276945205843,0.547,9.2086,1000,108.594,13.574,0.555,1.0211867094039917,0.5437034573387115,0.555,9.2153,1000,108.515,13.564,,01H9MHW3DEVP51BZTP8ZVZT15B,sciq-microsoft-deberta-v3-xsmall-lora_769-lr_1e-4-seed_3
0.17.0,jacob-morrison/lora-investigation,205737497bdfb50b192ec15c75439d0b52d0ff40,1e-4,LoRA,microsoft/deberta-v3-xsmall,requirements.txt,3.9,1538,3,sciq,01H9MHW6C9QM7VHXTN31Y4DYM3,,,,,,,,,,,,,,,,,,,2023-09-06 13:51:43.765635 +0000 UTC,01H9MHW6CBQ5K9E71GRSER5PYK,sciq-microsoft-deberta-v3-xsmall-lora_1538-lr_1e-4-seed_3
0.17.0,jacob-morrison/lora-investigation,205737497bdfb50b192ec15c75439d0b52d0ff40,1e-4,LoRA,microsoft/deberta-v3-xsmall,requirements.txt,3.9,1538,3,sciq,01H9MHW6C9QM7VHXTN31Y4DYM3,,,,,,,,,,,,,,,,,,,2023-09-06 16:02:49.361538 +0000 UTC,01H9MHW6CBQ5K9E71GRSER5PYK,sciq-microsoft-deberta-v3-xsmall-lora_1538-lr_1e-4-seed_3
0.17.0,jacob-morrison/lora-investigation,205737497bdfb50b192ec15c75439d0b52d0ff40,1e-4,LoRA,microsoft/deberta-v3-xsmall,requirements.txt,3.9,1538,3,sciq,01H9MHW6C9QM7VHXTN31Y4DYM3,,12.84,0.57,1.01262366771698,0.5590841633471577,0.57,10.2737,1000,97.336,12.167,0.602,0.9527508020401001,0.5971387906020631,0.602,10.2527,1000,97.536,12.192,,01H9MHW6CBQ5K9E71GRSER5PYK,sciq-microsoft-deberta-v3-xsmall-lora_1538-lr_1e-4-seed_3
0.17.0,jacob-morrison/lora-investigation,205737497bdfb50b192ec15c75439d0b52d0ff40,5e-4,LoRA,microsoft/deberta-v3-xsmall,requirements.txt,3.9,2306,1,sciq,01H9MJ9ZPDWG0DQK8635G049PC,,,,,,,,,,,,,,,,,,,2023-09-06 15:17:52.815453 +0000 UTC,01H9MJ9ZPFVHX069ZN225VE1M9,sciq-microsoft-deberta-v3-xsmall-lora_2306-lr_5e-4-seed_1
0.17.0,jacob-morrison/lora-investigation,205737497bdfb50b192ec15c75439d0b52d0ff40,5e-4,LoRA,microsoft/deberta-v3-xsmall,requirements.txt,3.9,2306,1,sciq,01H9MJ9ZPDWG0DQK8635G049PC,,12.84,0.259,1.3862451314926147,0.10285941223193011,0.259,11.0946,1000,90.134,11.267,0.256,1.3871437311172485,0.10191082802547771,0.256,11.0689,1000,90.343,11.293,,01H9MJ9ZPFVHX069ZN225VE1M9,sciq-microsoft-deberta-v3-xsmall-lora_2306-lr_5e-4-seed_1
0.17.0,jacob-morrison/lora-investigation,205737497bdfb50b192ec15c75439d0b52d0ff40,5e-4,LoRA,microsoft/deberta-v3-xsmall,requirements.txt,3.9,3075,1,sciq,01H9MJA2N8M1QHEPT694JPPFAA,,,,,,,,,,,,,,,,,,,2023-09-06 16:09:00.518214 +0000 UTC,01H9MJA2NAE5BFG3ZQM7PRVJTR,sciq-microsoft-deberta-v3-xsmall-lora_3075-lr_5e-4-seed_1
0.17.0,jacob-morrison/lora-investigation,205737497bdfb50b192ec15c75439d0b52d0ff40,5e-4,LoRA,microsoft/deberta-v3-xsmall,requirements.txt,3.9,3075,1,sciq,01H9MJA2N8M1QHEPT694JPPFAA,,,,,,,,,,,,,,,,,,,2023-09-06 18:07:30.610655 +0000 UTC,01H9MJA2NAE5BFG3ZQM7PRVJTR,sciq-microsoft-deberta-v3-xsmall-lora_3075-lr_5e-4-seed_1
0.17.0,jacob-morrison/lora-investigation,205737497bdfb50b192ec15c75439d0b52d0ff40,5e-4,LoRA,microsoft/deberta-v3-xsmall,requirements.txt,3.9,3075,1,sciq,01H9MJA2N8M1QHEPT694JPPFAA,,12.84,0.259,1.3868029117584229,0.10285941223193011,0.259,12.2595,1000,81.57,10.196,0.256,1.3874690532684326,0.10191082802547771,0.256,12.307,1000,81.254,10.157,,01H9MJA2NAE5BFG3ZQM7PRVJTR,sciq-microsoft-deberta-v3-xsmall-lora_3075-lr_5e-4-seed_1
0.17.0,jacob-morrison/lora-investigation,205737497bdfb50b192ec15c75439d0b52d0ff40,5e-4,LoRA,microsoft/deberta-v3-xsmall,requirements.txt,3.9,2306,2,sciq,01H9MJA5M4YMCGP1CDWJBHEYRB,,12.84,0.259,1.3862451314926147,0.10285941223193011,0.259,11.0667,1000,90.361,11.295,0.256,1.3871437311172485,0.10191082802547771,0.256,11.0671,1000,90.358,11.295,,01H9MJA5M6ND69HRRJJEVVK4JN,sciq-microsoft-deberta-v3-xsmall-lora_2306-lr_5e-4-seed_2
0.17.0,jacob-morrison/lora-investigation,205737497bdfb50b192ec15c75439d0b52d0ff40,5e-4,LoRA,microsoft/deberta-v3-xsmall,requirements.txt,3.9,2306,3,sciq,01H9MJABJ4CT47BHASZGBF4N51,,,,,,,,,,,,,,,,,,,2023-09-06 15:32:54.487366 +0000 UTC,01H9MJABJ75BVGRF0Y0QP3215P,sciq-microsoft-deberta-v3-xsmall-lora_2306-lr_5e-4-seed_3
0.17.0,jacob-morrison/lora-investigation,205737497bdfb50b192ec15c75439d0b52d0ff40,5e-4,LoRA,microsoft/deberta-v3-xsmall,requirements.txt,3.9,2306,3,sciq,01H9MJABJ4CT47BHASZGBF4N51,,12.84,0.259,1.3862451314926147,0.10285941223193011,0.259,11.2714,1000,88.72,11.09,0.256,1.3871437311172485,0.10191082802547771,0.256,11.2755,1000,88.688,11.086,,01H9MJABJ75BVGRF0Y0QP3215P,sciq-microsoft-deberta-v3-xsmall-lora_2306-lr_5e-4-seed_3
0.17.0,jacob-morrison/lora-investigation,205737497bdfb50b192ec15c75439d0b52d0ff40,5e-4,LoRA,microsoft/deberta-v3-xsmall,requirements.txt,3.9,3075,2,sciq,01H9MJADG7GBMZVDVQAR7BAK6E,,12.84,0.259,1.3862558603286743,0.10285941223193011,0.259,12.0634,1000,82.895,10.362,0.256,1.3870376348495483,0.10191082802547771,0.256,12.0766,1000,82.805,10.351,,01H9MJADG95P9EBGXXSH73C7VX,sciq-microsoft-deberta-v3-xsmall-lora_3075-lr_5e-4-seed_2
0.17.0,jacob-morrison/lora-investigation,205737497bdfb50b192ec15c75439d0b52d0ff40,5e-4,LoRA,microsoft/deberta-v3-xsmall,requirements.txt,3.9,3075,3,sciq,01H9MJAEFRXRJ81T66SER3QS9G,,,,,,,,,,,,,,,,,,,2023-09-06 16:26:24.129415 +0000 UTC,01H9MJAEFT0Y3AYMD2ZF78ZX2X,sciq-microsoft-deberta-v3-xsmall-lora_3075-lr_5e-4-seed_3
0.17.0,jacob-morrison/lora-investigation,205737497bdfb50b192ec15c75439d0b52d0ff40,5e-4,LoRA,microsoft/deberta-v3-xsmall,requirements.txt,3.9,3075,3,sciq,01H9MJAEFRXRJ81T66SER3QS9G,,,,,,,,,,,,,,,,,,,2023-09-06 18:24:52.116802 +0000 UTC,01H9MJAEFT0Y3AYMD2ZF78ZX2X,sciq-microsoft-deberta-v3-xsmall-lora_3075-lr_5e-4-seed_3
