env_GANTRY_VERSION,env_GITHUB_REPO,env_GIT_REF,env_LEARNING_RATE,env_METHOD,env_MODEL,env_PIP_REQUIREMENTS_FILE,env_PYTHON_VERSION,env_RANK,env_SEED,env_TASK,experiment_id,experiment_name,metrics_epoch,metrics_eval_accuracy,metrics_eval_loss,metrics_eval_macro-f1,metrics_eval_micro-f1,metrics_eval_runtime,metrics_eval_samples,metrics_eval_samples_per_second,metrics_eval_steps_per_second,metrics_predict_accuracy,metrics_predict_loss,metrics_predict_macro-f1,metrics_predict_micro-f1,metrics_predict_runtime,metrics_predict_samples,metrics_predict_samples_per_second,metrics_predict_steps_per_second,task_canceled,task_id,task_name
0.17.0,jacob-morrison/lora-investigation,205737497bdfb50b192ec15c75439d0b52d0ff40,1e-4,LoRA,microsoft/deberta-v3-xsmall,requirements.txt,3.9,32,1,arc-challenge,01H9MHR451ZBD089GBGXXPECCA,,133.93,0.2483221476510067,1.4179625511169434,0.20927435899088323,0.2483221476510067,2.5469,298,117.004,14.92,0.2636518771331058,1.4193768501281738,0.22235311538359398,0.2636518771331058,9.938,1172,117.931,14.792,,01H9MHR453Z081GC3G0XFA0HW4,arc-challenge-microsoft-deberta-v3-xsmall-lora_32-lr_1e-4-seed_1
0.17.0,jacob-morrison/lora-investigation,205737497bdfb50b192ec15c75439d0b52d0ff40,1e-4,LoRA,microsoft/deberta-v3-xsmall,requirements.txt,3.9,64,1,arc-challenge,01H9MHR83YFD8AJDN43ZVG0B17,,133.93,0.25838926174496646,2.6758792400360107,0.24373630669934707,0.25838926174496646,2.6288,298,113.361,14.455,0.2645051194539249,2.577198028564453,0.2531916693967677,0.2645051194539249,10.2486,1172,114.357,14.343,,01H9MHR8416HSMM29TAPWPYWDB,arc-challenge-microsoft-deberta-v3-xsmall-lora_64-lr_1e-4-seed_1
0.17.0,jacob-morrison/lora-investigation,205737497bdfb50b192ec15c75439d0b52d0ff40,1e-4,LoRA,microsoft/deberta-v3-xsmall,requirements.txt,3.9,769,1,arc-challenge,01H9MHRD1R978WPWTPFAWSXJ2V,,133.93,0.2550335570469799,4.086241245269775,0.24685158422598868,0.2550335570469799,2.8595,298,104.214,13.289,0.26791808873720135,4.028501033782959,0.26455542643384933,0.26791808873720135,11.1712,1172,104.913,13.159,,01H9MHRD1T4AGSTNEV4C9VJY2D,arc-challenge-microsoft-deberta-v3-xsmall-lora_769-lr_1e-4-seed_1
0.17.0,jacob-morrison/lora-investigation,205737497bdfb50b192ec15c75439d0b52d0ff40,1e-4,LoRA,microsoft/deberta-v3-xsmall,requirements.txt,3.9,3843,1,arc-challenge,01H9MHREZTGF5NFR4AC6X83TJN,,133.93,0.24496644295302014,1.3840689659118652,0.09838274932614556,0.24496644295302014,3.8506,298,77.391,9.869,0.26535836177474403,1.3850659132003784,0.10506756756756758,0.26535836177474403,15.1543,1172,77.338,9.7,,01H9MHREZW75ZPP1ETRF3MXJHW,arc-challenge-microsoft-deberta-v3-xsmall-lora_3843-lr_1e-4-seed_1
0.17.0,jacob-morrison/lora-investigation,205737497bdfb50b192ec15c75439d0b52d0ff40,1e-4,LoRA,microsoft/deberta-v3-xsmall,requirements.txt,3.9,1538,1,arc-challenge,01H9MHRG19APM0P9J9KJEJPZ0V,,133.93,0.2516778523489933,3.844637632369995,0.2465994256697333,0.2516778523489933,2.7511,298,108.321,13.813,0.23464163822525597,3.782363176345825,0.22701621183801785,0.23464163822525597,10.6892,1172,109.643,13.752,,01H9MHRG1B4SE4TY139G1H8522,arc-challenge-microsoft-deberta-v3-xsmall-lora_1538-lr_1e-4-seed_1
0.17.0,jacob-morrison/lora-investigation,205737497bdfb50b192ec15c75439d0b52d0ff40,1e-4,LoRA,microsoft/deberta-v3-xsmall,requirements.txt,3.9,1,2,arc-challenge,01H9MHRJZQC75X0ZCYGSX1FXBZ,,133.93,0.26174496644295303,2.3046927452087402,0.2625741508694705,0.26174496644295303,2.5708,298,115.918,14.782,0.26109215017064846,2.3101627826690674,0.2549370264469607,0.26109215017064846,10.045,1172,116.675,14.634,,01H9MHRJZSZXXF1JZ88DHDTT3D,arc-challenge-microsoft-deberta-v3-xsmall-lora_1-lr_1e-4-seed_2
0.17.0,jacob-morrison/lora-investigation,205737497bdfb50b192ec15c75439d0b52d0ff40,1e-4,LoRA,microsoft/deberta-v3-xsmall,requirements.txt,3.9,4,2,arc-challenge,01H9MHRRWGY1JM2PH5P9RH05GA,,133.93,0.26174496644295303,2.450039863586426,0.24940502234191556,0.26174496644295303,2.5462,298,117.039,14.924,0.26109215017064846,2.417447090148926,0.25292713185470983,0.26109215017064846,9.9729,1172,117.519,14.74,,01H9MHRRWJ1MBAMDW1RKQ8JA72,arc-challenge-microsoft-deberta-v3-xsmall-lora_4-lr_1e-4-seed_2
0.17.0,jacob-morrison/lora-investigation,205737497bdfb50b192ec15c75439d0b52d0ff40,1e-4,LoRA,microsoft/deberta-v3-xsmall,requirements.txt,3.9,2,2,arc-challenge,01H9MHRTVKTNAS4JDYVXKH8EFH,,133.93,0.28187919463087246,1.7461268901824951,0.25153030226621614,0.28187919463087246,2.5349,298,117.56,14.991,0.2721843003412969,1.724092960357666,0.2522345580647718,0.2721843003412969,9.9209,1172,118.135,14.817,,01H9MHRTVN29EV9VY4223KJH07,arc-challenge-microsoft-deberta-v3-xsmall-lora_2-lr_1e-4-seed_2
0.17.0,jacob-morrison/lora-investigation,205737497bdfb50b192ec15c75439d0b52d0ff40,1e-4,LoRA,microsoft/deberta-v3-xsmall,requirements.txt,3.9,32,2,arc-challenge,01H9MHRVWVDG5H3Q70X02HNR66,,133.93,0.2483221476510067,1.4179625511169434,0.20927435899088323,0.2483221476510067,2.5366,298,117.481,14.981,0.2636518771331058,1.4193768501281738,0.22235311538359398,0.2636518771331058,9.8921,1172,118.479,14.86,,01H9MHRVWXTC1FSVB4GS18TWMA,arc-challenge-microsoft-deberta-v3-xsmall-lora_32-lr_1e-4-seed_2
0.17.0,jacob-morrison/lora-investigation,205737497bdfb50b192ec15c75439d0b52d0ff40,1e-4,LoRA,microsoft/deberta-v3-xsmall,requirements.txt,3.9,64,2,arc-challenge,01H9MHRZ19Z4M5FVMW28VCAE9M,,133.93,0.25838926174496646,2.6758792400360107,0.24373630669934707,0.25838926174496646,2.5548,298,116.641,14.874,0.2645051194539249,2.577198028564453,0.2531916693967677,0.2645051194539249,9.9394,1172,117.914,14.79,,01H9MHRZ1CEV336P6XWMM4YB06,arc-challenge-microsoft-deberta-v3-xsmall-lora_64-lr_1e-4-seed_2
0.17.0,jacob-morrison/lora-investigation,205737497bdfb50b192ec15c75439d0b52d0ff40,1e-4,LoRA,microsoft/deberta-v3-xsmall,requirements.txt,3.9,3843,2,arc-challenge,01H9MHS1WEXZKBF3DKQNSF9NEZ,,133.93,0.24496644295302014,1.3840689659118652,0.09838274932614556,0.24496644295302014,4.0198,298,74.133,9.453,0.26535836177474403,1.3850659132003784,0.10506756756756758,0.26535836177474403,15.8577,1172,73.907,9.27,,01H9MHS1WHVVD1KARX0XAW7G1D,arc-challenge-microsoft-deberta-v3-xsmall-lora_3843-lr_1e-4-seed_2
0.17.0,jacob-morrison/lora-investigation,205737497bdfb50b192ec15c75439d0b52d0ff40,1e-4,LoRA,microsoft/deberta-v3-xsmall,requirements.txt,3.9,769,2,arc-challenge,01H9MHS4RDKYXDPWJ6T7WGFR7K,,133.93,0.2550335570469799,4.086241245269775,0.24685158422598868,0.2550335570469799,2.7796,298,107.209,13.671,0.26791808873720135,4.028501033782959,0.26455542643384933,0.26791808873720135,10.8746,1172,107.774,13.518,,01H9MHS4RFDZV2KFC8G7TXTCHS,arc-challenge-microsoft-deberta-v3-xsmall-lora_769-lr_1e-4-seed_2
0.17.0,jacob-morrison/lora-investigation,205737497bdfb50b192ec15c75439d0b52d0ff40,1e-4,LoRA,microsoft/deberta-v3-xsmall,requirements.txt,3.9,1538,2,arc-challenge,01H9MHS7P3XT0D3FCJGQRSGFZ0,,133.93,0.2516778523489933,3.844637632369995,0.2465994256697333,0.2516778523489933,2.735,298,108.957,13.894,0.23464163822525597,3.782363176345825,0.22701621183801785,0.23464163822525597,10.6983,1172,109.55,13.741,,01H9MHS7P56AZCRYHZVFFDJV3X,arc-challenge-microsoft-deberta-v3-xsmall-lora_1538-lr_1e-4-seed_2
0.17.0,jacob-morrison/lora-investigation,205737497bdfb50b192ec15c75439d0b52d0ff40,1e-4,LoRA,microsoft/deberta-v3-xsmall,requirements.txt,3.9,1,3,arc-challenge,01H9MHSAN89NZ7NQ3Z0Q54XME9,,133.93,0.26174496644295303,2.3046927452087402,0.2625741508694705,0.26174496644295303,2.5455,298,117.069,14.928,0.26109215017064846,2.3101627826690674,0.2549370264469607,0.26109215017064846,9.9237,1172,118.101,14.813,,01H9MHSANAJXECM5Y97F5SJYVK,arc-challenge-microsoft-deberta-v3-xsmall-lora_1-lr_1e-4-seed_3
0.17.0,jacob-morrison/lora-investigation,205737497bdfb50b192ec15c75439d0b52d0ff40,1e-4,LoRA,microsoft/deberta-v3-xsmall,requirements.txt,3.9,2,3,arc-challenge,01H9MHSDKKA7M4HFN6M0K0C4DA,,133.93,0.28187919463087246,1.7461268901824951,0.25153030226621614,0.28187919463087246,2.5504,298,116.844,14.9,0.2721843003412969,1.724092960357666,0.2522345580647718,0.2721843003412969,9.9489,1172,117.802,14.776,,01H9MHSDKP4M30FFP3XCK0TBK5,arc-challenge-microsoft-deberta-v3-xsmall-lora_2-lr_1e-4-seed_3
0.17.0,jacob-morrison/lora-investigation,205737497bdfb50b192ec15c75439d0b52d0ff40,1e-4,LoRA,microsoft/deberta-v3-xsmall,requirements.txt,3.9,4,3,arc-challenge,01H9MHSGJA1A26WXFACJ5EWSVM,,,,,,,,,,,,,,,,,,,2023-09-06 13:55:31.491944 +0000 UTC,01H9MHSGJC5Z4CM7BJXR2CHDT2,arc-challenge-microsoft-deberta-v3-xsmall-lora_4-lr_1e-4-seed_3
0.17.0,jacob-morrison/lora-investigation,205737497bdfb50b192ec15c75439d0b52d0ff40,1e-4,LoRA,microsoft/deberta-v3-xsmall,requirements.txt,3.9,4,3,arc-challenge,01H9MHSGJA1A26WXFACJ5EWSVM,,133.93,0.26174496644295303,2.450039863586426,0.24940502234191556,0.26174496644295303,2.5624,298,116.298,14.83,0.26109215017064846,2.417447090148926,0.25292713185470983,0.26109215017064846,9.9596,1172,117.675,14.76,,01H9MHSGJC5Z4CM7BJXR2CHDT2,arc-challenge-microsoft-deberta-v3-xsmall-lora_4-lr_1e-4-seed_3
0.17.0,jacob-morrison/lora-investigation,205737497bdfb50b192ec15c75439d0b52d0ff40,1e-4,LoRA,microsoft/deberta-v3-xsmall,requirements.txt,3.9,32,3,arc-challenge,01H9MHSKGXZSV0ZCGW03WD1E2D,,,,,,,,,,,,,,,,,,,2023-09-06 13:55:31.488984 +0000 UTC,01H9MHSKGZPGB3QD9FQ0C92E1R,arc-challenge-microsoft-deberta-v3-xsmall-lora_32-lr_1e-4-seed_3
0.17.0,jacob-morrison/lora-investigation,205737497bdfb50b192ec15c75439d0b52d0ff40,1e-4,LoRA,microsoft/deberta-v3-xsmall,requirements.txt,3.9,32,3,arc-challenge,01H9MHSKGXZSV0ZCGW03WD1E2D,,133.93,0.2483221476510067,1.4179625511169434,0.20927435899088323,0.2483221476510067,2.5669,298,116.093,14.804,0.2636518771331058,1.4193768501281738,0.22235311538359398,0.2636518771331058,10.0012,1172,117.186,14.698,,01H9MHSKGZPGB3QD9FQ0C92E1R,arc-challenge-microsoft-deberta-v3-xsmall-lora_32-lr_1e-4-seed_3
0.17.0,jacob-morrison/lora-investigation,205737497bdfb50b192ec15c75439d0b52d0ff40,1e-4,LoRA,microsoft/deberta-v3-xsmall,requirements.txt,3.9,64,3,arc-challenge,01H9MHSPGCBCPWR9T94HXPM4CF,,133.93,0.2550335570469799,1.3835774660110474,0.1393302775655717,0.2550335570469799,3.6083,298,82.587,10.531,0.2568259385665529,1.385343074798584,0.1327315004105295,0.2568259385665529,13.8754,1172,84.466,10.594,,01H9MHSPGEQR0019R3F2X83ZFF,arc-challenge-microsoft-deberta-v3-xsmall-lora_64-lr_1e-4-seed_3
0.17.0,jacob-morrison/lora-investigation,205737497bdfb50b192ec15c75439d0b52d0ff40,1e-4,LoRA,microsoft/deberta-v3-xsmall,requirements.txt,3.9,3843,3,arc-challenge,01H9MHSSENM7ZGKNS5YYPZZKP8,,133.93,0.24496644295302014,1.3840689659118652,0.09838274932614556,0.24496644295302014,3.6946,298,80.659,10.285,0.26535836177474403,1.3850659132003784,0.10506756756756758,0.26535836177474403,14.4356,1172,81.188,10.183,,01H9MHSSEQGDC384DSSK9K5NWJ,arc-challenge-microsoft-deberta-v3-xsmall-lora_3843-lr_1e-4-seed_3
0.17.0,jacob-morrison/lora-investigation,205737497bdfb50b192ec15c75439d0b52d0ff40,1e-4,LoRA,microsoft/deberta-v3-xsmall,requirements.txt,3.9,769,3,arc-challenge,01H9MHSWE1K9WPABMA1B9DM4AN,,133.93,0.2550335570469799,4.086241245269775,0.24685158422598868,0.2550335570469799,2.7574,298,108.073,13.781,0.26791808873720135,4.028501033782959,0.26455542643384933,0.26791808873720135,10.7504,1172,109.019,13.674,,01H9MHSWE3YS60ZG8EAHN6Z43P,arc-challenge-microsoft-deberta-v3-xsmall-lora_769-lr_1e-4-seed_3
0.17.0,jacob-morrison/lora-investigation,205737497bdfb50b192ec15c75439d0b52d0ff40,1e-4,LoRA,microsoft/deberta-v3-xsmall,requirements.txt,3.9,1538,3,arc-challenge,01H9MHSZGHC0V2CPS4E0MREWDV,,133.93,0.25838926174496646,3.4912798404693604,0.24722591689313728,0.25838926174496646,3.4889,298,85.414,10.892,0.27559726962457337,3.4389307498931885,0.27109356575702087,0.27559726962457337,13.6067,1172,86.134,10.804,,01H9MHSZGK6VWKKZ9FEB8CAYQV,arc-challenge-microsoft-deberta-v3-xsmall-lora_1538-lr_1e-4-seed_3
0.17.0,jacob-morrison/lora-investigation,205737497bdfb50b192ec15c75439d0b52d0ff40,5e-4,LoRA,microsoft/deberta-v3-xsmall,requirements.txt,3.9,2306,1,arc-challenge,01H9MJ9DZPH640J0HHE1G5MNKC,,,,,,,,,,,,,,,,,,,2023-09-06 14:47:00.500166 +0000 UTC,01H9MJ9DZRX70GSW20XMZ9RF3C,arc-challenge-microsoft-deberta-v3-xsmall-lora_2306-lr_5e-4-seed_1
0.17.0,jacob-morrison/lora-investigation,205737497bdfb50b192ec15c75439d0b52d0ff40,5e-4,LoRA,microsoft/deberta-v3-xsmall,requirements.txt,3.9,2306,1,arc-challenge,01H9MJ9DZPH640J0HHE1G5MNKC,,,,,,,,,,,,,,,,,,,2023-09-06 16:02:20.567055 +0000 UTC,01H9MJ9DZRX70GSW20XMZ9RF3C,arc-challenge-microsoft-deberta-v3-xsmall-lora_2306-lr_5e-4-seed_1
0.17.0,jacob-morrison/lora-investigation,205737497bdfb50b192ec15c75439d0b52d0ff40,5e-4,LoRA,microsoft/deberta-v3-xsmall,requirements.txt,3.9,2306,1,arc-challenge,01H9MJ9DZPH640J0HHE1G5MNKC,,,,,,,,,,,,,,,,,,,2023-09-06 17:31:44.088753 +0000 UTC,01H9MJ9DZRX70GSW20XMZ9RF3C,arc-challenge-microsoft-deberta-v3-xsmall-lora_2306-lr_5e-4-seed_1
0.17.0,jacob-morrison/lora-investigation,205737497bdfb50b192ec15c75439d0b52d0ff40,5e-4,LoRA,microsoft/deberta-v3-xsmall,requirements.txt,3.9,2306,1,arc-challenge,01H9MJ9DZPH640J0HHE1G5MNKC,,133.93,0.2785234899328859,1.382019281387329,0.10892388451443569,0.2785234899328859,3.2558,298,91.53,11.672,0.2431740614334471,1.3895472288131714,0.09780370624571037,0.2431740614334471,12.721,1172,92.131,11.556,,01H9MJ9DZRX70GSW20XMZ9RF3C,arc-challenge-microsoft-deberta-v3-xsmall-lora_2306-lr_5e-4-seed_1
0.17.0,jacob-morrison/lora-investigation,205737497bdfb50b192ec15c75439d0b52d0ff40,5e-4,LoRA,microsoft/deberta-v3-xsmall,requirements.txt,3.9,3075,1,arc-challenge,01H9MJ9GXSRKFBWK47TAV424AM,,133.93,0.2785234899328859,1.382246971130371,0.10892388451443569,0.2785234899328859,3.5834,298,83.162,10.605,0.2431740614334471,1.3900283575057983,0.09780370624571037,0.2431740614334471,14.0367,1172,83.495,10.473,,01H9MJ9GXW0TMBFYCD09HZCBZF,arc-challenge-microsoft-deberta-v3-xsmall-lora_3075-lr_5e-4-seed_1
0.17.0,jacob-morrison/lora-investigation,205737497bdfb50b192ec15c75439d0b52d0ff40,5e-4,LoRA,microsoft/deberta-v3-xsmall,requirements.txt,3.9,2306,2,arc-challenge,01H9MJ9KX1PM84SYW5DAVN6AC6,,,,,,,,,,,,,,,,,,,2023-09-06 14:47:28.659829 +0000 UTC,01H9MJ9KX3GKZM0W5J0A987YP7,arc-challenge-microsoft-deberta-v3-xsmall-lora_2306-lr_5e-4-seed_2
0.17.0,jacob-morrison/lora-investigation,205737497bdfb50b192ec15c75439d0b52d0ff40,5e-4,LoRA,microsoft/deberta-v3-xsmall,requirements.txt,3.9,2306,2,arc-challenge,01H9MJ9KX1PM84SYW5DAVN6AC6,,,,,,,,,,,,,,,,,,,2023-09-06 16:01:52.214512 +0000 UTC,01H9MJ9KX3GKZM0W5J0A987YP7,arc-challenge-microsoft-deberta-v3-xsmall-lora_2306-lr_5e-4-seed_2
0.17.0,jacob-morrison/lora-investigation,205737497bdfb50b192ec15c75439d0b52d0ff40,5e-4,LoRA,microsoft/deberta-v3-xsmall,requirements.txt,3.9,2306,2,arc-challenge,01H9MJ9KX1PM84SYW5DAVN6AC6,,,,,,,,,,,,,,,,,,,2023-09-06 17:28:29.470064 +0000 UTC,01H9MJ9KX3GKZM0W5J0A987YP7,arc-challenge-microsoft-deberta-v3-xsmall-lora_2306-lr_5e-4-seed_2
0.17.0,jacob-morrison/lora-investigation,205737497bdfb50b192ec15c75439d0b52d0ff40,5e-4,LoRA,microsoft/deberta-v3-xsmall,requirements.txt,3.9,2306,2,arc-challenge,01H9MJ9KX1PM84SYW5DAVN6AC6,,133.93,0.28859060402684567,7.2519121170043945,0.27315165558263865,0.28859060402684567,4.5996,298,64.788,8.262,0.2696245733788396,7.070818901062012,0.2637596104189127,0.2696245733788396,18.2137,1172,64.347,8.071,,01H9MJ9KX3GKZM0W5J0A987YP7,arc-challenge-microsoft-deberta-v3-xsmall-lora_2306-lr_5e-4-seed_2
0.17.0,jacob-morrison/lora-investigation,205737497bdfb50b192ec15c75439d0b52d0ff40,5e-4,LoRA,microsoft/deberta-v3-xsmall,requirements.txt,3.9,3075,2,arc-challenge,01H9MJ9PWNH5JNWBK74X3GEGM3,,,,,,,,,,,,,,,,,,,2023-09-06 14:47:56.833191 +0000 UTC,01H9MJ9PWQRRW3WQZMX8SSZ8Z1,arc-challenge-microsoft-deberta-v3-xsmall-lora_3075-lr_5e-4-seed_2
0.17.0,jacob-morrison/lora-investigation,205737497bdfb50b192ec15c75439d0b52d0ff40,5e-4,LoRA,microsoft/deberta-v3-xsmall,requirements.txt,3.9,3075,2,arc-challenge,01H9MJ9PWNH5JNWBK74X3GEGM3,,,,,,,,,,,,,,,,,,,2023-09-06 16:01:52.211708 +0000 UTC,01H9MJ9PWQRRW3WQZMX8SSZ8Z1,arc-challenge-microsoft-deberta-v3-xsmall-lora_3075-lr_5e-4-seed_2
0.17.0,jacob-morrison/lora-investigation,205737497bdfb50b192ec15c75439d0b52d0ff40,5e-4,LoRA,microsoft/deberta-v3-xsmall,requirements.txt,3.9,3075,2,arc-challenge,01H9MJ9PWNH5JNWBK74X3GEGM3,,133.93,0.2785234899328859,1.382246971130371,0.10892388451443569,0.2785234899328859,3.6066,298,82.627,10.536,0.2431740614334471,1.3900283575057983,0.09780370624571037,0.2431740614334471,14.1478,1172,82.84,10.39,,01H9MJ9PWQRRW3WQZMX8SSZ8Z1,arc-challenge-microsoft-deberta-v3-xsmall-lora_3075-lr_5e-4-seed_2
0.17.0,jacob-morrison/lora-investigation,205737497bdfb50b192ec15c75439d0b52d0ff40,5e-4,LoRA,microsoft/deberta-v3-xsmall,requirements.txt,3.9,2306,3,arc-challenge,01H9MJ9SSJC6H6ZZRTE2B07S8W,,133.93,0.2785234899328859,1.382019281387329,0.10892388451443569,0.2785234899328859,3.6327,298,82.033,10.461,0.2431740614334471,1.3895472288131714,0.09780370624571037,0.2431740614334471,13.7476,1172,85.251,10.693,,01H9MJ9SSMK6H2FN6Q2PTN3VGJ,arc-challenge-microsoft-deberta-v3-xsmall-lora_2306-lr_5e-4-seed_3
0.17.0,jacob-morrison/lora-investigation,205737497bdfb50b192ec15c75439d0b52d0ff40,5e-4,LoRA,microsoft/deberta-v3-xsmall,requirements.txt,3.9,3075,3,arc-challenge,01H9MJ9WT0KCFW4W7VZKQEHY53,,,,,,,,,,,,,,,,,,,2023-09-06 15:17:52.818738 +0000 UTC,01H9MJ9WT3292RX3A1DZCEDZ2N,arc-challenge-microsoft-deberta-v3-xsmall-lora_3075-lr_5e-4-seed_3
